state,location,type,so2,no2,pm2_5,AQI
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,9.0,77.0,155.6206896551724
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,13.0,22.0,36.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,6.0,84.0,179.51724137931035
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,44.0,72.9655172413793
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,17.0,20.0,33.333333333333336
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,12.0,41.0,67.89655172413794
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,11.0,37.0,61.13793103448276
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,16.0,108.0,259.0344827586207
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,9.0,76.0,152.20689655172413
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,6.0,27.0,45.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,14.0,121.0,303.41379310344826
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,15.0,218.0,376.0234375
Madhya Pradesh,Nagda,Industrial Area,27.0,16.0,21.0,35.0
Madhya Pradesh,Nagda,Industrial Area,33.0,20.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,Industrial Area,22.0,15.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,Industrial Area,26.0,18.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,Industrial Area,31.0,21.0,34.0,56.06896551724138
Madhya Pradesh,Nagda,Industrial Area,29.0,16.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,Industrial Area,30.0,20.0,50.0,83.10344827586206
Madhya Pradesh,Nagda,Industrial Area,32.0,20.0,53.0,88.17241379310344
Madhya Pradesh,Nagda,Industrial Area,28.0,19.0,43.0,71.27586206896552
Madhya Pradesh,Nagda,Industrial Area,40.0,21.0,29.0,50.0
Madhya Pradesh,Nagda,Industrial Area,28.0,17.0,32.6,53.70344827586207
Madhya Pradesh,Nagda,Industrial Area,35.0,18.0,32.8,54.04137931034482
Madhya Pradesh,Nagda,Industrial Area,27.0,16.0,33.3,54.88620689655172
Madhya Pradesh,Nagda,Industrial Area,39.0,18.0,24.8,48.75
Madhya Pradesh,Nagda,Industrial Area,28.0,20.0,29.3,48.833333333333336
Madhya Pradesh,Nagda,Industrial Area,32.0,19.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,Industrial Area,20.0,16.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,Industrial Area,35.0,23.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,Industrial Area,26.0,18.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,Industrial Area,34.0,17.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,Industrial Area,29.0,15.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,Industrial Area,38.0,20.0,32.0,52.689655172413794
Madhya Pradesh,Nagda,Industrial Area,35.0,22.0,33.5,55.224137931034484
Madhya Pradesh,Nagda,Industrial Area,24.0,14.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,Industrial Area,29.0,17.0,41.5,68.74137931034483
Madhya Pradesh,Nagda,Industrial Area,30.0,17.0,37.5,61.98275862068965
Madhya Pradesh,Nagda,Industrial Area,26.0,20.0,46.2,76.68275862068967
Madhya Pradesh,Nagda,Industrial Area,29.0,16.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,Industrial Area,30.0,18.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,Industrial Area,37.0,20.0,50.0,83.10344827586206
Madhya Pradesh,Nagda,Industrial Area,28.0,21.0,33.5,55.224137931034484
Madhya Pradesh,Nagda,Industrial Area,32.0,17.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,Industrial Area,25.0,14.0,34.0,56.06896551724138
Madhya Pradesh,Nagda,Industrial Area,33.0,15.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,Industrial Area,31.0,18.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,Industrial Area,30.0,16.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,Industrial Area,27.0,15.0,45.4,75.33103448275861
Madhya Pradesh,Nagda,Industrial Area,33.0,19.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,Industrial Area,29.0,21.0,45.0,74.65517241379311
Madhya Pradesh,Nagda,Industrial Area,33.0,18.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,Industrial Area,39.0,25.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,Industrial Area,22.0,18.0,47.0,78.0344827586207
Madhya Pradesh,Nagda,Industrial Area,24.0,16.0,37.6,62.15172413793104
Madhya Pradesh,Nagda,Industrial Area,31.0,20.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,27.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,25.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,22.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",56.0,27.0,42.0,69.84615384615384
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,21.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,23.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,25.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",21.0,33.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",19.0,27.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,23.0,25.0,41.666666666666664
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",20.0,28.0,28.0,46.666666666666664
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",20.0,30.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,27.0,34.0,56.06896551724138
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,21.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,32.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,23.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",21.0,26.0,29.4,49.0
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",23.0,33.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",20.0,26.0,33.5,55.224137931034484
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",23.0,26.0,21.0,35.0
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",21.0,26.0,37.2,61.475862068965526
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",23.0,29.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,25.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,21.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,26.0,45.0,74.65517241379311
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,28.0,37.2,61.475862068965526
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,20.0,33.3,54.88620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",20.0,37.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",19.0,23.0,41.5,68.74137931034483
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,34.0,35.0,57.758620689655174
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",19.0,29.0,39.0,64.51724137931035
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",27.0,34.0,62.5,106.12068965517241
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",20.0,35.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",15.0,24.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",22.0,27.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",21.0,28.0,32.0,52.689655172413794
Madhya Pradesh,Bhopal,Industrial Area,2.0,13.0,84.0,179.51724137931035
Madhya Pradesh,Bhopal,Industrial Area,2.0,6.0,38.0,62.827586206896555
Madhya Pradesh,Bhopal,Industrial Area,2.0,7.0,96.0,218.0689655172414
Madhya Pradesh,Bhopal,Industrial Area,2.0,10.0,27.0,45.0
Madhya Pradesh,Bhopal,Industrial Area,2.0,20.0,86.0,186.3448275862069
Madhya Pradesh,Bhopal,Industrial Area,2.0,13.0,186.0,351.2734375
Madhya Pradesh,Bhopal,Industrial Area,2.0,9.0,25.0,41.666666666666664
Madhya Pradesh,Bhopal,Industrial Area,2.0,11.0,84.0,179.51724137931035
Madhya Pradesh,Bhopal,Industrial Area,2.0,16.0,72.0,138.55172413793105
Madhya Pradesh,Bhopal,Industrial Area,2.0,8.0,9.0,15.0
Madhya Pradesh,Bhopal,Industrial Area,2.0,15.0,63.0,107.82758620689656
Madhya Pradesh,Bhopal,Industrial Area,2.0,11.0,65.0,114.65517241379311
Madhya Pradesh,Bhopal,Industrial Area,2.0,13.0,5.0,16.25
Madhya Pradesh,Bhopal,Industrial Area,2.0,5.0,20.0,33.333333333333336
Madhya Pradesh,Bhopal,Industrial Area,2.0,18.0,17.0,28.333333333333332
Madhya Pradesh,Bhopal,Industrial Area,2.0,17.0,130.0,307.9609375
Madhya Pradesh,Bhopal,Industrial Area,2.0,9.0,26.0,43.333333333333336
Madhya Pradesh,Bhopal,Industrial Area,2.0,9.0,18.0,30.0
Madhya Pradesh,Bhopal,Industrial Area,2.0,20.0,74.0,145.3793103448276
Madhya Pradesh,Bhopal,Industrial Area,2.0,12.0,79.0,162.44827586206895
Madhya Pradesh,Bhopal,Industrial Area,2.0,16.0,98.0,224.89655172413794
Madhya Pradesh,Bhopal,Industrial Area,2.0,18.0,79.0,162.44827586206895
Madhya Pradesh,Bhopal,Industrial Area,2.0,14.0,70.0,131.72413793103448
Madhya Pradesh,Bhopal,Industrial Area,2.0,14.0,79.0,162.44827586206895
Madhya Pradesh,Bhopal,Industrial Area,2.0,11.0,29.0,48.333333333333336
Madhya Pradesh,Bhopal,Industrial Area,2.0,15.0,151.0,324.203125
Madhya Pradesh,Bhopal,Industrial Area,2.0,15.0,38.0,62.827586206896555
Madhya Pradesh,Bhopal,Industrial Area,2.0,12.0,18.0,30.0
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",15.0,23.0,50.0,83.10344827586206
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",13.0,18.0,46.0,76.34482758620689
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",11.0,17.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,19.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",15.0,27.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",19.0,31.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",11.0,19.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,22.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",8.0,29.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",9.0,17.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",11.0,23.0,34.0,56.06896551724138
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",7.0,17.0,45.0,74.65517241379311
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,20.0,49.0,81.41379310344828
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",7.0,17.0,50.0,83.10344827586206
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",10.0,20.0,46.0,76.34482758620689
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,21.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",10.0,21.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",11.0,24.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,21.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,21.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,19.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",15.0,28.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,26.0,46.0,76.34482758620689
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,26.0,46.0,76.34482758620689
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,21.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,20.0,34.0,56.06896551724138
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,28.0,36.0,59.44827586206897
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,21.0,34.0,56.06896551724138
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",15.0,23.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,20.0,29.0,48.333333333333336
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,16.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,21.0,44.0,72.9655172413793
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,22.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,21.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",13.0,23.0,37.6,62.15172413793104
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",20.0,24.0,46.0,76.34482758620689
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,27.0,34.0,56.06896551724138
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",19.0,25.0,33.0,54.37931034482759
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",19.0,29.0,45.0,74.65517241379311
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,22.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,22.0,49.3,81.92068965517241
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,26.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",16.0,33.0,46.5,77.1896551724138
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,18.0,50.0,83.10344827586206
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,20.0,42.5,70.43103448275862
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",18.0,23.0,53.2,88.51034482758621
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",13.0,18.0,42.5,70.43103448275862
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,21.0,46.0,76.34482758620689
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",19.0,22.0,50.0,83.10344827586206
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,18.0,41.3,68.40344827586206
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,24.0,37.3,61.644827586206894
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,23.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",11.0,21.0,45.0,74.65517241379311
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",12.0,19.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",13.0,19.0,43.0,71.27586206896552
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",14.0,21.0,42.0,69.58620689655172
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",13.0,20.0,41.0,67.89655172413794
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",11.0,17.0,37.0,61.13793103448276
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",15.0,19.0,38.0,62.827586206896555
Madhya Pradesh,Nagda,"Residential, Rural and other Areas",17.0,25.0,42.0,69.58620689655172
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,17.0,84.0,179.51724137931035
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,13.0,6.0,16.25
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,91.0,203.41379310344826
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,13.0,47.0,78.0344827586207
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,77.0,155.6206896551724
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,6.0,4.0,7.5
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,13.0,56.0,93.24137931034483
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,9.0,15.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,15.0,24.0,40.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,11.0,12.0,20.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,13.0,28.0,46.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,11.0,53.0,88.17241379310344
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,19.0,9.0,23.75
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,13.0,15.0,25.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,29.0,48.333333333333336
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,15.0,51.0,84.79310344827587
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,36.0,59.44827586206897
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,21.0,22.0,36.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,19.0,41.0,67.89655172413794
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,11.0,8.0,13.75
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,14.0,120.0,300.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,97.0,221.48275862068965
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,18.0,41.0,67.89655172413794
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,115.0,282.9310344827586
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,7.0,25.0,41.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,14.0,171.0,339.671875
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,18.0,36.0,59.44827586206897
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,13.0,38.0,62.827586206896555
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,18.0,78.0,159.0344827586207
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,7.0,28.0,46.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,71.0,135.13793103448276
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,22.0,161.0,331.9375
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,14.0,36.0,59.44827586206897
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,13.0,30.0,50.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,12.0,15.0,25.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,12.0,26.0,43.333333333333336
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,11.0,26.0,43.333333333333336
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,22.0,36.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,97.0,221.48275862068965
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,73.0,141.9655172413793
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,6.0,29.0,48.333333333333336
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,11.0,34.0,56.06896551724138
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,46.0,76.34482758620689
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,9.0,19.0,31.666666666666668
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,6.0,17.0,28.333333333333332
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,9.0,13.0,21.666666666666668
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,9.0,67.0,121.48275862068965
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,8.0,79.0,162.44827586206895
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,92.0,204.41379310344828
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,7.0,9.0,15.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,9.0,15.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,10.0,21.0,35.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,21.0,35.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,8.0,31.0,51.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,19.0,18.0,30.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,6.0,28.0,46.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,51.0,84.79310344827587
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,51.0,84.79310344827587
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,21.0,35.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,22.0,36.666666666666664
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,8.0,18.0,30.0
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,5.0,50.0,83.10344827586206
Madhya Pradesh,Jabalpur,"Residential, Rural and other Areas",2.0,21.0,31.0,51.666666666666664
Madhya Pradesh,Jabalpur,"Residential, Rural and other Areas",2.0,20.0,36.0,59.44827586206897
Madhya Pradesh,Jabalpur,"Residential, Rural and other Areas",2.0,24.0,39.0,64.51724137931035
Madhya Pradesh,Jabalpur,"Residential, Rural and other Areas",2.0,21.0,32.0,52.689655172413794
Madhya Pradesh,Jabalpur,"Residential, Rural and other Areas",2.0,25.0,31.0,51.666666666666664
Madhya Pradesh,Jabalpur,"Residential, Rural and other Areas",2.0,22.0,34.0,56.06896551724138
Madhya Pradesh,Jabalpur,"Residential, Rural and other Areas",2.0,23.0,29.0,48.333333333333336
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,18.0,99.0,228.31034482758622
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,15.0,91.0,203.41379310344826
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,96.0,218.0689655172414
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,91.0,203.41379310344826
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,94.0,211.24137931034483
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,15.0,95.0,214.6551724137931
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,95.0,214.6551724137931
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",14.0,29.0,88.0,193.17241379310343
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,80.0,165.86206896551724
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,84.0,179.51724137931035
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,88.0,193.17241379310343
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,84.0,179.51724137931035
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,88.0,193.17241379310343
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,84.0,179.51724137931035
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,84.0,179.51724137931035
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,88.0,193.17241379310343
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,88.0,193.17241379310343
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,11.0,84.0,179.51724137931035
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,11.0,88.0,193.17241379310343
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,15.0,92.0,204.41379310344828
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",13.0,17.0,95.0,214.6551724137931
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",14.0,16.0,92.0,204.41379310344828
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,100.0,231.72413793103448
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",16.0,20.0,96.0,218.0689655172414
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",15.0,19.0,96.0,218.0689655172414
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,15.0,97.0,221.48275862068965
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,92.0,204.41379310344828
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,14.0,91.0,203.41379310344826
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,88.0,193.17241379310343
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,92.0,204.41379310344828
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,14.0,89.0,196.58620689655174
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,89.0,196.58620689655174
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",13.0,16.0,91.0,203.41379310344826
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,14.0,96.0,218.0689655172414
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,16.0,99.0,228.31034482758622
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,15.0,95.0,214.6551724137931
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,16.0,95.0,214.6551724137931
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",13.0,16.0,95.0,214.6551724137931
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",14.0,17.0,102.0,238.55172413793105
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,17.0,91.0,203.41379310344826
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,12.0,95.0,214.6551724137931
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,25.0,72.0,138.55172413793105
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,12.0,78.0,159.0344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,11.0,76.0,152.20689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,12.0,88.0,193.17241379310343
