state,location,type,so2,no2,pm2_5,AQI
Delhi,Delhi,"Residential, Rural and other Areas",4.0,42.0,49.0,81.41379310344828
Delhi,Delhi,"Residential, Rural and other Areas",4.0,49.0,56.0,93.24137931034483
Delhi,Delhi,"Residential, Rural and other Areas",4.0,56.0,75.0,148.79310344827587
Delhi,Delhi,"Residential, Rural and other Areas",4.0,50.0,60.0,100.0
Delhi,Delhi,"Residential, Rural and other Areas",4.0,46.0,83.0,176.10344827586206
Delhi,Delhi,"Residential, Rural and other Areas",4.0,48.0,73.0,141.9655172413793
Delhi,Delhi,"Residential, Rural and other Areas",4.0,44.0,27.0,54.76923076923077
Delhi,Delhi,"Residential, Rural and other Areas",4.0,50.0,80.0,165.86206896551724
Delhi,Delhi,"Residential, Rural and other Areas",4.0,49.0,46.0,76.34482758620689
Delhi,Delhi,"Residential, Rural and other Areas",4.0,49.0,97.0,221.48275862068965
Delhi,Delhi,"Residential, Rural and other Areas",4.0,45.0,28.0,56.02564102564102
Delhi,Delhi,"Residential, Rural and other Areas",4.0,56.0,93.0,207.82758620689654
Delhi,Delhi,"Residential, Rural and other Areas",4.0,54.0,126.0,304.8671875
Delhi,Delhi,"Residential, Rural and other Areas",4.0,50.0,119.0,296.58620689655174
Delhi,Delhi,"Residential, Rural and other Areas",4.0,51.0,34.0,63.56410256410256
Delhi,Delhi,"Residential, Rural and other Areas",4.0,44.0,38.0,62.827586206896555
Delhi,Delhi,"Residential, Rural and other Areas",4.0,53.0,102.0,238.55172413793105
Delhi,Delhi,"Residential, Rural and other Areas",4.0,46.0,75.0,148.79310344827587
Delhi,Delhi,"Residential, Rural and other Areas",4.0,52.0,44.0,72.9655172413793
Delhi,Delhi,"Residential, Rural and other Areas",4.0,55.0,131.0,308.734375
Delhi,Delhi,"Residential, Rural and other Areas",4.0,53.0,89.0,196.58620689655174
Delhi,Delhi,"Residential, Rural and other Areas",4.0,50.0,61.0,101.6896551724138
Delhi,Delhi,"Residential, Rural and other Areas",4.0,50.0,87.0,189.75862068965517
Delhi,Delhi,"Residential, Rural and other Areas",4.0,53.0,95.0,214.6551724137931
Delhi,Delhi,"Residential, Rural and other Areas",4.0,48.0,62.0,104.41379310344827
Delhi,Delhi,"Residential, Rural and other Areas",4.0,48.0,84.0,179.51724137931035
Delhi,Delhi,"Residential, Rural and other Areas",4.0,49.0,71.0,135.13793103448276
Delhi,Delhi,"Residential, Rural and other Areas",4.0,50.0,74.0,145.3793103448276
Delhi,Delhi,"Residential, Rural and other Areas",4.0,50.0,93.0,207.82758620689654
Delhi,Delhi,"Residential, Rural and other Areas",4.0,49.0,87.0,189.75862068965517
Delhi,Delhi,"Residential, Rural and other Areas",4.0,51.0,94.0,211.24137931034483
Delhi,Delhi,"Residential, Rural and other Areas",4.0,47.0,64.0,111.24137931034483
Delhi,Delhi,"Residential, Rural and other Areas",4.0,51.0,58.0,96.62068965517241
Delhi,Delhi,"Residential, Rural and other Areas",4.0,56.0,87.0,189.75862068965517
Delhi,Delhi,"Residential, Rural and other Areas",4.0,54.0,80.0,165.86206896551724
Delhi,Delhi,"Residential, Rural and other Areas",4.0,44.0,110.0,265.8620689655172
Delhi,Delhi,"Residential, Rural and other Areas",4.0,51.0,87.0,189.75862068965517
Delhi,Delhi,"Residential, Rural and other Areas",4.0,59.0,101.0,235.13793103448276
Delhi,Delhi,"Residential, Rural and other Areas",4.0,53.0,125.0,304.09375
Delhi,Delhi,"Residential, Rural and other Areas",4.0,52.0,135.0,311.828125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,52.0,115.0,282.9310344827586
Delhi,Delhi,"Residential, Rural and other Areas",4.0,56.0,236.0,389.9453125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,51.0,126.0,304.8671875
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,141.0,316.46875
Delhi,Delhi,"Residential, Rural and other Areas",4.0,38.0,139.0,314.921875
Delhi,Delhi,"Residential, Rural and other Areas",4.0,34.0,121.0,303.41379310344826
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,127.0,305.640625
Delhi,Delhi,"Residential, Rural and other Areas",4.0,34.0,129.0,307.1875
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,184.0,349.7265625
Delhi,Delhi,"Residential, Rural and other Areas",4.0,33.0,177.0,344.3125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,120.0,300.0
Delhi,Delhi,"Residential, Rural and other Areas",4.0,34.0,150.0,323.4296875
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,138.0,314.1484375
Delhi,Delhi,"Residential, Rural and other Areas",4.0,33.0,93.0,207.82758620689654
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,102.0,238.55172413793105
Delhi,Delhi,"Residential, Rural and other Areas",4.0,28.0,73.0,141.9655172413793
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,69.0,128.31034482758622
Delhi,Delhi,"Residential, Rural and other Areas",4.0,32.0,60.0,100.0
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,81.0,169.27586206896552
Delhi,Delhi,"Residential, Rural and other Areas",4.0,34.0,85.0,182.9310344827586
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,76.0,152.20689655172413
Delhi,Delhi,"Residential, Rural and other Areas",4.0,33.0,88.0,193.17241379310343
Delhi,Delhi,"Residential, Rural and other Areas",4.0,37.0,64.0,111.24137931034483
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,89.0,196.58620689655174
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,116.0,286.34482758620686
Delhi,Delhi,"Residential, Rural and other Areas",4.0,34.0,56.0,93.24137931034483
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,71.0,135.13793103448276
Delhi,Delhi,"Residential, Rural and other Areas",4.0,30.0,86.0,186.3448275862069
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,108.0,259.0344827586207
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,75.0,148.79310344827587
Delhi,Delhi,"Residential, Rural and other Areas",4.0,33.0,156.0,328.0703125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,34.0,94.0,211.24137931034483
Delhi,Delhi,"Residential, Rural and other Areas",4.0,34.0,95.0,214.6551724137931
Delhi,Delhi,"Residential, Rural and other Areas",4.0,32.0,88.0,193.17241379310343
Delhi,Delhi,"Residential, Rural and other Areas",4.0,33.0,64.0,111.24137931034483
Delhi,Delhi,"Residential, Rural and other Areas",4.0,32.0,140.0,315.6953125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,108.0,259.0344827586207
Delhi,Delhi,"Residential, Rural and other Areas",4.0,32.0,67.0,121.48275862068965
Delhi,Delhi,"Residential, Rural and other Areas",4.0,34.0,42.0,69.58620689655172
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,94.0,211.24137931034483
Delhi,Delhi,"Residential, Rural and other Areas",4.0,29.0,44.0,72.9655172413793
Delhi,Delhi,"Residential, Rural and other Areas",4.0,29.0,92.0,204.41379310344828
Delhi,Delhi,"Residential, Rural and other Areas",4.0,28.0,124.0,303.3203125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,28.0,51.0,84.79310344827587
Delhi,Delhi,"Residential, Rural and other Areas",4.0,29.0,57.0,94.93103448275862
Delhi,Delhi,"Residential, Rural and other Areas",4.0,32.0,117.0,289.7586206896552
Delhi,Delhi,"Residential, Rural and other Areas",4.0,29.0,51.0,84.79310344827587
Delhi,Delhi,"Residential, Rural and other Areas",4.0,33.0,115.0,282.9310344827586
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,42.0,69.58620689655172
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,38.0,62.827586206896555
Delhi,Delhi,"Residential, Rural and other Areas",4.0,33.0,150.0,323.4296875
Delhi,Delhi,"Residential, Rural and other Areas",4.0,30.0,114.0,279.51724137931035
Delhi,Delhi,"Residential, Rural and other Areas",4.0,32.0,169.0,338.125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,135.0,311.828125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,30.0,54.0,89.86206896551724
Delhi,Delhi,"Residential, Rural and other Areas",4.0,30.0,172.0,340.4453125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,33.0,151.0,324.203125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,36.0,138.0,314.1484375
Delhi,Delhi,"Residential, Rural and other Areas",4.0,38.0,104.0,245.3793103448276
Delhi,Delhi,"Residential, Rural and other Areas",4.0,35.0,179.0,345.859375
Delhi,Delhi,"Residential, Rural and other Areas",4.0,31.0,136.0,312.6015625
Delhi,Delhi,"Residential, Rural and other Areas",4.0,36.0,225.0,381.4375
Delhi,Delhi,"Residential, Rural and other Areas",21.0,72.0,117.0,289.7586206896552
Delhi,Delhi,"Residential, Rural and other Areas",21.0,77.0,197.0,359.78125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,41.0,192.0,355.9140625
Delhi,Delhi,"Residential, Rural and other Areas",4.0,54.0,241.0,393.8125
Delhi,Delhi,"Residential, Rural and other Areas",4.0,46.0,186.0,351.2734375
Delhi,Delhi,"Residential, Rural and other Areas",4.0,44.0,116.0,286.34482758620686
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,27.0,45.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,29.0,48.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,10.0,35.0,57.758620689655174
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,11.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,11.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,28.0,46.666666666666664
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,26.0,43.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,23.0,38.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,26.0,43.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,30.0,50.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,27.0,45.0
Goa,Curchorem,"Residential, Rural and other Areas",5.0,10.0,28.0,46.666666666666664
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,30.0,50.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,29.0,48.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,21.0,35.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,29.0,48.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,18.0,30.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,20.0,33.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",5.0,10.0,21.0,35.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,17.0,28.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,14.0,23.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",5.0,10.0,25.0,41.666666666666664
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,17.0,28.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,17.0,28.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,16.0,26.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",5.0,9.0,29.0,48.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,8.0,32.0,52.689655172413794
Goa,Curchorem,"Residential, Rural and other Areas",4.0,12.0,24.0,40.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,21.0,35.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,11.0,18.0,30.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,17.0,28.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,14.0,23.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",5.0,9.0,21.0,35.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,19.0,31.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,8.0,19.0,31.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,12.0,18.0,30.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,16.0,26.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,19.0,31.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,19.0,31.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,8.0,15.0,25.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,8.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",3.0,8.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",3.0,6.0,10.0,16.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,8.0,9.0,15.0
Goa,Curchorem,"Residential, Rural and other Areas",2.0,6.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,16.0,26.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Curchorem,"Residential, Rural and other Areas",3.0,6.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,10.0,16.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",3.0,9.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",3.0,6.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",3.0,9.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,10.0,16.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,9.0,15.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,10.0,16.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,16.0,26.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",3.0,6.0,9.0,15.0
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",3.0,8.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",3.0,7.0,9.0,15.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",3.0,8.0,14.0,23.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",3.0,8.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,10.0,10.0,16.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,11.0,18.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,10.0,16.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,12.0,20.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,10.0,16.0,26.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,19.0,31.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,24.0,40.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,13.0,21.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,16.0,26.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,20.0,33.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,18.0,30.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,10.0,21.0,35.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,22.0,36.666666666666664
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,14.0,23.333333333333332
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,20.0,33.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,23.0,38.333333333333336
Goa,Curchorem,"Residential, Rural and other Areas",4.0,10.0,25.0,41.666666666666664
Goa,Curchorem,"Residential, Rural and other Areas",4.0,10.0,22.0,36.666666666666664
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,19.0,31.666666666666668
Goa,Curchorem,"Residential, Rural and other Areas",4.0,9.0,21.0,35.0
Goa,Curchorem,"Residential, Rural and other Areas",4.0,10.0,27.0,45.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,28.0,46.666666666666664
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,23.0,38.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,28.0,46.666666666666664
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,27.0,45.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,29.0,48.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,10.0,26.0,43.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,24.0,40.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,23.0,38.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,8.0,32.0,52.689655172413794
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,26.0,43.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,29.0,48.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,24.0,40.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,27.0,45.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,21.0,35.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,29.0,48.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,25.0,41.666666666666664
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,22.0,36.666666666666664
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,26.0,43.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,17.0,28.333333333333332
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,20.0,33.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,27.0,45.0
Goa,Usgao,"Residential, Rural and other Areas",5.0,11.0,16.0,26.666666666666668
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,17.0,28.333333333333332
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,21.0,35.0
Goa,Usgao,"Residential, Rural and other Areas",5.0,9.0,26.0,43.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,14.0,23.333333333333332
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,13.0,21.666666666666668
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,11.0,18.333333333333332
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,27.0,45.0
Goa,Usgao,"Residential, Rural and other Areas",3.0,7.0,25.0,41.666666666666664
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,24.0,40.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,25.0,41.666666666666664
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,20.0,33.333333333333336
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,16.0,26.666666666666668
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,14.0,23.333333333333332
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,17.0,28.333333333333332
Goa,Usgao,"Residential, Rural and other Areas",5.0,9.0,22.0,36.666666666666664
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,15.0,25.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,16.0,26.666666666666668
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,16.0,26.666666666666668
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,13.0,21.666666666666668
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,14.0,23.333333333333332
Goa,Usgao,"Residential, Rural and other Areas",3.0,7.0,9.0,15.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,9.0,12.0,20.0
Goa,Usgao,"Residential, Rural and other Areas",4.0,8.0,11.0,18.333333333333332
Goa,Usgao,"Residential, Rural and other Areas",3.0,6.0,13.0,21.666666666666668
